source_batch,group_id,provider,model,choice,confidence,reasoning,edge_set,latency_s,timestamp,error,abstain_reason,invocation_route,evidence_delivery,pack_feedback,evidence_id,evidence_pack_sha256,displayed_candidate_universe_sha256,option_menu_sha256,chosen_option_id,panel_invocation_sha256,attempt,none_reason,desired_edges
us_montana_missoula_bulk_v7_20260718,14fa609e,claude,claude-opus-4-8,B,0.9,"R1 (blue motorway) shares a strong same-direction, same-role overlap with T1 (overlap~48m, ref_aln 0.892, tgt_aln 0.926) — a clear ALONG match (e1). The R1->T2 candidate (e2) has only ~6.2m overlap with tgt_aln 0.017 and is BORDERLINE; the junction zoom shows R1 simply ending at the point where T2 begins — an endpoint touch/different continuation rather than a shared traveled way. Per MI-3 that is a no-match. Final accepted set is exactly {R1->T1} = Option B.","[[""8ff25fa7-3c88-42bc-bce2-6c543a54266b"", ""us_montana_missoula_155128_88289850c1""]]",20.59,2026-07-18T21:29:10.912814+00:00,,,,"{""asset_count"":5,""asset_set_sha256"":""58226a780b835341b7994d3d1d57f3f4af8ce108511d1305b036b589eeedadac"",""assets"":[{""bytes"":24039,""path"":""option_A.png"",""sha256"":""aa327c9a395b5e7791d7856deecb65785d0269ab88d9c9daee4715d105d761b9""},{""bytes"":23599,""path"":""option_B.png"",""sha256"":""cd591eef008d182ce06898e54bd298eae4a24206ee6575918721e19b14e15a8f""},{""bytes"":23897,""path"":""option_C.png"",""sha256"":""9075aeb6df53e13950c5e5a205aa7b0dd11a96aaf4973a7f44853426c4325465""},{""bytes"":22883,""path"":""overview.png"",""sha256"":""1c227ddb7f4b9455729055e36129ffcd94ffeafd1809274672add8372b39bd2a""},{""bytes"":2760,""path"":""zoom_R1_T2.png"",""sha256"":""54f876177989d23375d05ab7e250b90ee0a06db6b2356674c6be2f25fe6876ac""}],""delivery_mode"":""prompt_path_read"",""preflight_status"":""passed"",""schema_version"":1,""transport"":""claude:Read""}",,3e7e6f0100c5f311a4a9b2b3140c712221b7727e6d5906577c53f26d77505f08,5b1893956a530947bb780f2582dd358cce8707aa19f0f9778fd4ea25defe9c93,62a2a5546dbdf93d8d7825d3ac4e327c184fae38a768950d364be31961d8b268,2f15484e0e63ec0c597e498857af77b1762b1ee0e46b2bcbe97c23df944d3dac,4347ba18aca8d8f3657a654d5051f182082c3c19c3beedc2bbf35a1c1ac562bd,198a055236ae10b885465e07ab75ab4c6f3924745d3a398809325e9eb359ac1c,1,,
us_montana_missoula_bulk_v7_20260718,14fa609e,codex,gpt-5.6-sol,A,0.99,"R1 represents the same motorway traveled way as T1 and continues across the target segmentation boundary onto T2. The 6.2 m R1–T2 overlap is a genuine aligned same-role continuation and junction anchor, not a mere endpoint touch, so both edges are required.","[[""8ff25fa7-3c88-42bc-bce2-6c543a54266b"", ""us_montana_missoula_155128_88289850c1""], [""8ff25fa7-3c88-42bc-bce2-6c543a54266b"", ""us_montana_missoula_164217_88289850c1""]]",13.62,2026-07-18T21:29:03.946954+00:00,,,,"{""asset_count"":5,""asset_set_sha256"":""58226a780b835341b7994d3d1d57f3f4af8ce108511d1305b036b589eeedadac"",""assets"":[{""bytes"":24039,""path"":""option_A.png"",""sha256"":""aa327c9a395b5e7791d7856deecb65785d0269ab88d9c9daee4715d105d761b9""},{""bytes"":23599,""path"":""option_B.png"",""sha256"":""cd591eef008d182ce06898e54bd298eae4a24206ee6575918721e19b14e15a8f""},{""bytes"":23897,""path"":""option_C.png"",""sha256"":""9075aeb6df53e13950c5e5a205aa7b0dd11a96aaf4973a7f44853426c4325465""},{""bytes"":22883,""path"":""overview.png"",""sha256"":""1c227ddb7f4b9455729055e36129ffcd94ffeafd1809274672add8372b39bd2a""},{""bytes"":2760,""path"":""zoom_R1_T2.png"",""sha256"":""54f876177989d23375d05ab7e250b90ee0a06db6b2356674c6be2f25fe6876ac""}],""delivery_mode"":""native_cli_attachment"",""preflight_status"":""passed"",""schema_version"":1,""transport"":""codex:-i""}",,3e7e6f0100c5f311a4a9b2b3140c712221b7727e6d5906577c53f26d77505f08,5b1893956a530947bb780f2582dd358cce8707aa19f0f9778fd4ea25defe9c93,62a2a5546dbdf93d8d7825d3ac4e327c184fae38a768950d364be31961d8b268,2f15484e0e63ec0c597e498857af77b1762b1ee0e46b2bcbe97c23df944d3dac,62a2a5546dbdf93d8d7825d3ac4e327c184fae38a768950d364be31961d8b268,198a055236ae10b885465e07ab75ab4c6f3924745d3a398809325e9eb359ac1c,1,,
us_montana_missoula_bulk_v7_20260718,14fa609e,muse,meta/muse-spark-1.1,A,0.88,"R1 (motorway) overlaps T1 48.2m (ref 0.892, tgt 0.926) and T2 6.2m (ref 0.113, tgt 0.017). Ref fractions sum ~1.005 tiling R1, indicating R1 straddles T1/T2 split on same facility I-90 (both targets name='90' motorway). Zoom R1_T2 shows collinear ALONG continuation, not endpoint touch or crossing, deg R2/T1 is simple continuation. Per MI-3 short same-role same-direction subline at segmentation boundary is a valid junction anchor, and SA-2 requires preserving M:N induced by different segmentation. BORDERLINE/conf 0.457 is expected for 6m sliver, not a no-match verdict. Both edges are identity matches, so exact set {R1->T1,R1->T2}=Option A.","[[""8ff25fa7-3c88-42bc-bce2-6c543a54266b"", ""us_montana_missoula_155128_88289850c1""], [""8ff25fa7-3c88-42bc-bce2-6c543a54266b"", ""us_montana_missoula_164217_88289850c1""]]",29.28,2026-07-18T21:29:19.604698+00:00,,,,"{""asset_count"":5,""asset_set_sha256"":""58226a780b835341b7994d3d1d57f3f4af8ce108511d1305b036b589eeedadac"",""assets"":[{""bytes"":24039,""path"":""option_A.png"",""sha256"":""aa327c9a395b5e7791d7856deecb65785d0269ab88d9c9daee4715d105d761b9""},{""bytes"":23599,""path"":""option_B.png"",""sha256"":""cd591eef008d182ce06898e54bd298eae4a24206ee6575918721e19b14e15a8f""},{""bytes"":23897,""path"":""option_C.png"",""sha256"":""9075aeb6df53e13950c5e5a205aa7b0dd11a96aaf4973a7f44853426c4325465""},{""bytes"":22883,""path"":""overview.png"",""sha256"":""1c227ddb7f4b9455729055e36129ffcd94ffeafd1809274672add8372b39bd2a""},{""bytes"":2760,""path"":""zoom_R1_T2.png"",""sha256"":""54f876177989d23375d05ab7e250b90ee0a06db6b2356674c6be2f25fe6876ac""}],""delivery_mode"":""native_cli_attachment"",""preflight_status"":""passed"",""schema_version"":1,""transport"":""opencode:-f""}",,3e7e6f0100c5f311a4a9b2b3140c712221b7727e6d5906577c53f26d77505f08,5b1893956a530947bb780f2582dd358cce8707aa19f0f9778fd4ea25defe9c93,62a2a5546dbdf93d8d7825d3ac4e327c184fae38a768950d364be31961d8b268,2f15484e0e63ec0c597e498857af77b1762b1ee0e46b2bcbe97c23df944d3dac,62a2a5546dbdf93d8d7825d3ac4e327c184fae38a768950d364be31961d8b268,198a055236ae10b885465e07ab75ab4c6f3924745d3a398809325e9eb359ac1c,1,,
us_montana_missoula_bulk_v7_20260718,19f32b55,claude,claude-opus-4-8,B,0.58,"R1 is a path forming a large teardrop loop; the red road '33303' runs straight down the middle of that loop. e2 (R1-T2) pairs the mid-corridor road with R1's offset loop-arm — a visible lateral separation between a distinct, separately-mapped path and the road (MI-4), so it is not the same traveled way and is rejected. e1 (R1-T1) at the northern stem is a genuinely coincident along-overlap (red drawn directly on top of blue, T1 84% covered, no lateral offset), a same-pavement match. Accepted set = {R1-T1} = Option B; the optimizer's Option A wrongly adds the parallel-offset e2.","[[""628f0d5f-6292-47c9-9f08-44f03d913d45"", ""us_montana_missoula_162725_882898c883""]]",126.48,2026-07-18T21:31:26.126600+00:00,,,,"{""asset_count"":4,""asset_set_sha256"":""1c94e843eec82b4d5d90d498635cd98b8e47a4f3e181422802df488f6fc9997f"",""assets"":[{""bytes"":19560,""path"":""option_A.png"",""sha256"":""fdc81100bc7d79b5da66c4f356c884a10cd5ca9b25d7109b2b049932842209b7""},{""bytes"":18432,""path"":""option_B.png"",""sha256"":""254ce03f8819704c34f9ee2397371e6378f94dd677b0fe09af8a38a697302a2a""},{""bytes"":19307,""path"":""option_C.png"",""sha256"":""938ad69b9f635bdb8eb254400ef04d898512522f356bf0ed48d6b2f17e9b950e""},{""bytes"":17739,""path"":""overview.png"",""sha256"":""4bd40a1fa96612fc27f5d13c01199b08c04fdc69f434f78999f321ccf02241c3""}],""delivery_mode"":""prompt_path_read"",""preflight_status"":""passed"",""schema_version"":1,""transport"":""claude:Read""}",,b9c3efe7db6200698a35a3a7e6bba152b3293f1749f9c6fa8431331ea0f7baae,5c734a344dad0c813b9563329c58f394013a70c7a8a1bd6487202f4f84ae0f62,af83dad3cd820d7e7e8c39fafb3d5cb40a4b6ecc9414b605f2c3ffbfb0582c5a,a417593a1c0de88384258788d0121a3fad8dece0453e2f4617c1652546dd3b02,3d7ace387167da5f6a7e803aa5dd78ac67ec86d50fb5e3239ccb37255cd1cc65,198a055236ae10b885465e07ab75ab4c6f3924745d3a398809325e9eb359ac1c,1,,
us_montana_missoula_bulk_v7_20260718,19f32b55,codex,gpt-5.6-sol,A,0.94,"T1 and T2 are consecutive parts of the same named target corridor and align with distinct, compatible portions of R1. Their overlaps reflect a legitimate 1:N segmentation difference; the path/unclassified class mismatch does not outweigh the strong geometric and corridor continuity evidence.","[[""628f0d5f-6292-47c9-9f08-44f03d913d45"", ""us_montana_missoula_162725_882898c883""], [""628f0d5f-6292-47c9-9f08-44f03d913d45"", ""us_montana_missoula_167118_882898c88b""]]",44.93,2026-07-18T21:30:04.571721+00:00,,,,"{""asset_count"":4,""asset_set_sha256"":""1c94e843eec82b4d5d90d498635cd98b8e47a4f3e181422802df488f6fc9997f"",""assets"":[{""bytes"":19560,""path"":""option_A.png"",""sha256"":""fdc81100bc7d79b5da66c4f356c884a10cd5ca9b25d7109b2b049932842209b7""},{""bytes"":18432,""path"":""option_B.png"",""sha256"":""254ce03f8819704c34f9ee2397371e6378f94dd677b0fe09af8a38a697302a2a""},{""bytes"":19307,""path"":""option_C.png"",""sha256"":""938ad69b9f635bdb8eb254400ef04d898512522f356bf0ed48d6b2f17e9b950e""},{""bytes"":17739,""path"":""overview.png"",""sha256"":""4bd40a1fa96612fc27f5d13c01199b08c04fdc69f434f78999f321ccf02241c3""}],""delivery_mode"":""native_cli_attachment"",""preflight_status"":""passed"",""schema_version"":1,""transport"":""codex:-i""}",,b9c3efe7db6200698a35a3a7e6bba152b3293f1749f9c6fa8431331ea0f7baae,5c734a344dad0c813b9563329c58f394013a70c7a8a1bd6487202f4f84ae0f62,af83dad3cd820d7e7e8c39fafb3d5cb40a4b6ecc9414b605f2c3ffbfb0582c5a,a417593a1c0de88384258788d0121a3fad8dece0453e2f4617c1652546dd3b02,af83dad3cd820d7e7e8c39fafb3d5cb40a4b6ecc9414b605f2c3ffbfb0582c5a,198a055236ae10b885465e07ab75ab4c6f3924745d3a398809325e9eb359ac1c,1,,
us_montana_missoula_bulk_v7_20260718,19f32b55,muse,meta/muse-spark-1.1,NONE,0.88,"R1 is a single U-shaped path (east leg + bottom U + west leg). T1 is short north piece and T2 is long south+SW extension forming one continuous road '33303'. Only the east leg of R1 runs near the target road with a visible lateral offset. Western leg of R1 has no target counterpart, and SW leg of T2 has no reference counterpart (ref_aln 0.18/0.42, tgt_aln 0.84/0.31, not tiling to 1.0). Class mismatch path vs unclassified indicates different network roles (pedestrian vs vehicular), and the parallel adjacency is a sidewalk/separate trail case per MI-4, not same-pavement. Fails MI-1 role gate and MI-6 replacement test (replacing would change path loop into road). Both e1 and e2 are different facilities, not mere segmentation differences.",[],41.1,2026-07-18T21:30:00.740247+00:00,,,,"{""asset_count"":4,""asset_set_sha256"":""1c94e843eec82b4d5d90d498635cd98b8e47a4f3e181422802df488f6fc9997f"",""assets"":[{""bytes"":19560,""path"":""option_A.png"",""sha256"":""fdc81100bc7d79b5da66c4f356c884a10cd5ca9b25d7109b2b049932842209b7""},{""bytes"":18432,""path"":""option_B.png"",""sha256"":""254ce03f8819704c34f9ee2397371e6378f94dd677b0fe09af8a38a697302a2a""},{""bytes"":19307,""path"":""option_C.png"",""sha256"":""938ad69b9f635bdb8eb254400ef04d898512522f356bf0ed48d6b2f17e9b950e""},{""bytes"":17739,""path"":""overview.png"",""sha256"":""4bd40a1fa96612fc27f5d13c01199b08c04fdc69f434f78999f321ccf02241c3""}],""delivery_mode"":""native_cli_attachment"",""preflight_status"":""passed"",""schema_version"":1,""transport"":""opencode:-f""}",,b9c3efe7db6200698a35a3a7e6bba152b3293f1749f9c6fa8431331ea0f7baae,5c734a344dad0c813b9563329c58f394013a70c7a8a1bd6487202f4f84ae0f62,af83dad3cd820d7e7e8c39fafb3d5cb40a4b6ecc9414b605f2c3ffbfb0582c5a,a417593a1c0de88384258788d0121a3fad8dece0453e2f4617c1652546dd3b02,NONE,198a055236ae10b885465e07ab75ab4c6f3924745d3a398809325e9eb359ac1c,1,all_edges_no_match,
us_montana_missoula_bulk_v7_20260718,380df24c,claude,claude-opus-4-8,C,0.5,"R1 ('Madison Street') is a short curved hook: its top touches the Front/T1 T-intersection and it curves southeast, its lower end converging onto and merging with the T2 ('Madison') alignment (pixel trace: blue/red gap shrinks from ~26px to ~3px going south before R1 ends on T2's line). e2 (R1->T2) is Madison-to-Madison: same name, same corridor, R1 being the north continuation of Madison — identity match despite a modest digitization offset (MI-5). e1 (R1->T1) is Madison vs Front: the brief colinear overlap at R1's top is Madison approaching/turning at the perpendicular, differently-named Front intersection; the replacement test (MI-6) fails (Madison->Front changes movement intent), so it is a junction-approach turn onto a different facility, not identity — reject. Accepted set {e2} = Option C, not the optimizer's A (which over-reads the hook as an M:N curve legitimately along both facilities).","[[""0d3bdcb1-5214-42d5-9a6e-6c23db2a2637"", ""us_montana_missoula_162483_88289e2697""]]",235.86,2026-07-18T21:35:22.020778+00:00,,,,"{""asset_count"":4,""asset_set_sha256"":""b55df5c89e70dc5f658c9be72357fad00c3fc84ae00bb16ac72219f254f1a925"",""assets"":[{""bytes"":29066,""path"":""option_A.png"",""sha256"":""61779f11ea5ae8d622ce310101dd4c45fea5d90648dcaeef6164fead82b8feea""},{""bytes"":28532,""path"":""option_B.png"",""sha256"":""5da7ab0b7ebea8650052eedff5e56a66023fd3a7a25fa02cea18554eb6ab5f6a""},{""bytes"":28818,""path"":""option_C.png"",""sha256"":""064d8c0639ec4a8fa033a9ffdb0f3210c1c52cda1281573b96a1e85b37aaf3fe""},{""bytes"":27652,""path"":""overview.png"",""sha256"":""fd019f7bdac26fea35934283702999b82e99107f978cbd75a58c3b66f22421a5""}],""delivery_mode"":""prompt_path_read"",""preflight_status"":""passed"",""schema_version"":1,""transport"":""claude:Read""}",,351a0ae61d931103d3c80ff16b5ee011dbf49e959343c59a5aa540d07bcb1dd4,b80c13b0786498cb86f99027621dffc519aff64c1bebf0e6a31db404d905a0e5,c89f185be66e55b1e952136909c87f1d90cba3253888c18760602bc12b7ec8f3,58aea951e182eacf46b264ff27cad562883b551f06f1d21f7345744fab1450a6,dbf20a7dbc0c9f7a8ecf2e9521aaa395a4e79f766d4c387dbc34cd586b726936,198a055236ae10b885465e07ab75ab4c6f3924745d3a398809325e9eb359ac1c,1,,
us_montana_missoula_bulk_v7_20260718,380df24c,codex,gpt-5.6-sol,A,0.98,R1 is one continuous Madison Street segment whose aligned coverage is cleanly partitioned across consecutive target segments T1 and T2 (ref fractions 0.386 + 0.608 ≈ 1.0). Both edges follow the same traveled way through the bend; the target name difference on T1 does not outweigh the geometric and topological continuity. This is legitimate 1:N segmentation.,"[[""0d3bdcb1-5214-42d5-9a6e-6c23db2a2637"", ""us_montana_missoula_154246_882898536d""], [""0d3bdcb1-5214-42d5-9a6e-6c23db2a2637"", ""us_montana_missoula_162483_88289e2697""]]",27.64,2026-07-18T21:31:53.803048+00:00,,,,"{""asset_count"":4,""asset_set_sha256"":""b55df5c89e70dc5f658c9be72357fad00c3fc84ae00bb16ac72219f254f1a925"",""assets"":[{""bytes"":29066,""path"":""option_A.png"",""sha256"":""61779f11ea5ae8d622ce310101dd4c45fea5d90648dcaeef6164fead82b8feea""},{""bytes"":28532,""path"":""option_B.png"",""sha256"":""5da7ab0b7ebea8650052eedff5e56a66023fd3a7a25fa02cea18554eb6ab5f6a""},{""bytes"":28818,""path"":""option_C.png"",""sha256"":""064d8c0639ec4a8fa033a9ffdb0f3210c1c52cda1281573b96a1e85b37aaf3fe""},{""bytes"":27652,""path"":""overview.png"",""sha256"":""fd019f7bdac26fea35934283702999b82e99107f978cbd75a58c3b66f22421a5""}],""delivery_mode"":""native_cli_attachment"",""preflight_status"":""passed"",""schema_version"":1,""transport"":""codex:-i""}",,351a0ae61d931103d3c80ff16b5ee011dbf49e959343c59a5aa540d07bcb1dd4,b80c13b0786498cb86f99027621dffc519aff64c1bebf0e6a31db404d905a0e5,c89f185be66e55b1e952136909c87f1d90cba3253888c18760602bc12b7ec8f3,58aea951e182eacf46b264ff27cad562883b551f06f1d21f7345744fab1450a6,c89f185be66e55b1e952136909c87f1d90cba3253888c18760602bc12b7ec8f3,198a055236ae10b885465e07ab75ab4c6f3924745d3a398809325e9eb359ac1c,1,,
us_montana_missoula_bulk_v7_20260718,380df24c,muse,meta/muse-spark-1.1,NONE,0.71,"R1 is a short (~46m) curved channelized right-turn lane forming a triangle with T1 (Front, 28m E-W) and T2 (Madison, 214m N-S). Overview shows lateral offset with triangular island between blue R1 and red mainlines, green ties show ~5m gap. Per MI-1 TURN/CONNECTOR vs ALONG and MI-4 laterally separate carriageways are not matches. e1 name mismatch Madison vs Front and e2 geometry is a merge-lane, not same traveled way as mainline T2; very low model scores (0.144, 0.118) support separation. Neither edge is same physical way, so no exact option.",[],59.03,2026-07-18T21:32:25.188037+00:00,,,,"{""asset_count"":4,""asset_set_sha256"":""b55df5c89e70dc5f658c9be72357fad00c3fc84ae00bb16ac72219f254f1a925"",""assets"":[{""bytes"":29066,""path"":""option_A.png"",""sha256"":""61779f11ea5ae8d622ce310101dd4c45fea5d90648dcaeef6164fead82b8feea""},{""bytes"":28532,""path"":""option_B.png"",""sha256"":""5da7ab0b7ebea8650052eedff5e56a66023fd3a7a25fa02cea18554eb6ab5f6a""},{""bytes"":28818,""path"":""option_C.png"",""sha256"":""064d8c0639ec4a8fa033a9ffdb0f3210c1c52cda1281573b96a1e85b37aaf3fe""},{""bytes"":27652,""path"":""overview.png"",""sha256"":""fd019f7bdac26fea35934283702999b82e99107f978cbd75a58c3b66f22421a5""}],""delivery_mode"":""native_cli_attachment"",""preflight_status"":""passed"",""schema_version"":1,""transport"":""opencode:-f""}",,351a0ae61d931103d3c80ff16b5ee011dbf49e959343c59a5aa540d07bcb1dd4,b80c13b0786498cb86f99027621dffc519aff64c1bebf0e6a31db404d905a0e5,c89f185be66e55b1e952136909c87f1d90cba3253888c18760602bc12b7ec8f3,58aea951e182eacf46b264ff27cad562883b551f06f1d21f7345744fab1450a6,NONE,198a055236ae10b885465e07ab75ab4c6f3924745d3a398809325e9eb359ac1c,1,all_edges_no_match,
us_montana_missoula_bulk_v7_20260718,3e97d006,claude,claude-opus-4-8,A,0.97,"R1 'Golf Drive' is a single reference centerline collinear with two consecutive target splits T1 and T2, both named 'Golf', residential, along the same traveled way. T2 covers the western portion (ref_aln 0.805, overlap ~77m) and T1 the eastern portion (ref_aln 0.17, overlap ~16m); together they tile R1 (~0.975) as a legitimate 1:N segmentation match. Both edges are ALONG on the same facility with full target alignment (tgt_aln=1.0), so both should be kept per MI-2/SA-2. Option A contains all and only these two edges.","[[""058b41ac-fd02-46a0-b735-d8884883ee21"", ""us_montana_missoula_153995_882898c845""], [""058b41ac-fd02-46a0-b735-d8884883ee21"", ""us_montana_missoula_156200_882898c841""]]",22.07,2026-07-18T21:35:44.114257+00:00,,,,"{""asset_count"":4,""asset_set_sha256"":""02247a49651156352c5d7a6b71afc5f8acb6ca2b5c786f9c1f90bb70f7d842bf"",""assets"":[{""bytes"":14925,""path"":""option_A.png"",""sha256"":""af901353b59303b148e181a430c97f6bbb2caca88aff1725748ae4fd3f64ab04""},{""bytes"":14415,""path"":""option_B.png"",""sha256"":""66f3f281fbcec2b16bd0c4a60093612047589a137f5873149213dcc624de4de3""},{""bytes"":14748,""path"":""option_C.png"",""sha256"":""118eca984b5253c5bae376ccde70f132246e1a0f9f71ab23f8777b82c993d204""},{""bytes"":13786,""path"":""overview.png"",""sha256"":""a53fbf000abd7106de4f795dedcfb33e19c33cb669bcbdae4b99574ce92a1305""}],""delivery_mode"":""prompt_path_read"",""preflight_status"":""passed"",""schema_version"":1,""transport"":""claude:Read""}",,e7690669824be9233dd4c4cb8dde1a0b4d0aa9b3614a40ef44e3eac3721d7330,4a323542f258645147dbf59821d2ae2aa884aba6d3b44944022e73192809a202,e4da903dc94d09f88208ec588a4e133b18b9ca1dfc967756d184d50cab2fe152,208f797a3a0a4a9dfd38db507ae5e363c9f12ff445743421d3b182044c467cf9,e4da903dc94d09f88208ec588a4e133b18b9ca1dfc967756d184d50cab2fe152,198a055236ae10b885465e07ab75ab4c6f3924745d3a398809325e9eb359ac1c,1,,
